1,1,2,3,4,5,6
1,74,84,82,91,31,38
2,41,53,110,104,56,36
3,63,63,93,105,49,27
4,59,54,118,103,30,36
5,53,50,112,103,53,29
6,57,65,93,128,29,28
 , , , , , , 
2,1,2,3,4,5,6
1,151,33,10,122,80,4
2,25,19,116,32,184,24
3,0,21,210,0,17,152
4,16,51,97,24,137,75
5,0,7,231,0,77,85
6,1,14,207,5,119,54
 , , , , , , 
3,1,2,3,4,5,6
1,53,50,4,95,177,21
2,1,0,97,1,276,25
3,0,7,50,0,1,342
4,4,4,70,2,160,160
5,1,0,169,0,38,192
6,0,1,158,0,222,19
 , , , , , , 
4,1,2,3,4,5,6
1,78,29,0,249,40,4
2,2,1,17,3,334,43
3,0,78,1,0,18,303
4,5,14,6,6,230,139
5,0,3,21,0,190,186
6,1,0,51,0,338,10
 , , , , , , 
5,1,2,3,4,5,6
1,45,25,36,76,150,68
2,0,0,115,2,151,132
3,0,38,12,1,0,349
4,2,5,20,4,161,208
5,0,3,30,0,67,300
6,5,0,95,5,280,15
 , , , , , , 
6,1,2,3,4,5,6
1,28,57,0,298,7,10
2,7,15,12,36,222,108
3,0,147,9,1,2,241
4,2,30,2,12,180,174
5,0,6,30,1,155,208
6,4,2,21,25,328,20
 , , , , , , 
7,1,2,3,4,5,6
1,124,44,14,68,116,34
2,1,5,70,5,159,160
3,0,259,12,0,0,129
4,0,30,16,13,143,198
5,0,33,32,0,24,311
6,0,6,171,9,147,67
 , , , , , , 
8,1,2,3,4,5,6
1,49,49,0,265,35,2
2,6,5,16,48,226,99
3,0,128,15,10,49,198
4,2,18,0,39,261,80
5,0,7,13,5,189,186
6,3,0,40,11,337,9
 , , , , , , 
9,1,2,3,4,5,6
1,14,176,19,153,22,16
2,1,18,81,11,79,210
3,0,284,18,4,7,87
4,2,20,13,17,209,139
5,0,26,31,4,54,285
6,2,1,96,10,282,9
 , , , , , , 
10,1,2,3,4,5,6
1,34,20,2,316,25,3
2,3,3,21,47,276,50
3,0,108,21,10,37,224
4,2,11,2,19,218,148
5,0,1,10,1,160,228
6,2,0,34,2,361,1
 , , , , , , 
11,1,2,3,4,5,6
1,51,49,6,255,25,14
2,5,3,14,43,238,97
3,0,277,4,2,5,112
4,6,35,6,28,169,156
5,0,16,74,3,86,221
6,1,1,98,36,244,20
 , , , , , , 
12,1,2,3,4,5,6
1,114,31,0,229,25,1
2,5,2,10,39,297,47
3,0,102,79,0,25,194
4,2,18,4,14,164,198
5,0,6,125,0,145,124
6,2,0,39,0,357,2
 , , , , , , 
13,1,2,3,4,5,6
1,89,38,3,257,12,1
2,9,0,27,33,298,33
3,0,220,46,3,16,115
4,3,12,7,11,231,136
5,0,12,37,0,165,186
6,1,2,64,12,311,10
 , , , , , , 
14,1,2,3,4,5,6
1,47,36,1,253,36,27
2,0,0,13,9,293,85
3,0,22,70,0,5,303
4,2,0,5,0,288,105
5,0,0,30,0,159,211
6,0,0,16,2,346,36
 , , , , , , 
15,1,2,3,4,5,6
1,26,58,0,300,8,8
2,5,8,14,70,200,103
3,1,306,4,8,10,71
4,3,19,0,20,220,138
5,0,16,47,5,167,165
6,2,1,13,22,359,3
 , , , , , , 
16,1,2,3,4,5,6
1,30,38,1,323,6,2
2,3,11,19,89,154,124
3,0,259,22,3,7,109
4,3,14,2,26,192,163
5,0,7,55,1,89,248
6,1,2,40,30,297,30
 , , , , , , 
17,1,2,3,4,5,6
1,57,64,10,250,17,2
2,0,7,42,24,222,105
3,0,213,58,0,10,119
4,1,11,3,17,225,143
5,0,5,62,1,146,186
6,0,0,58,12,324,6
 , , , , , , 
18,1,2,3,4,5,6
1,189,49,27,94,30,11
2,5,4,67,13,194,117
3,0,174,83,1,4,138
4,2,17,9,12,202,158
5,0,5,78,0,123,194
6,2,0,97,5,287,9
 , , , , , , 
19,1,2,3,4,5,6
1,68,54,6,248,21,3
2,2,5,30,35,205,123
3,0,198,50,2,8,142
4,1,15,1,22,218,143
5,0,3,44,0,143,210
6,0,1,51,15,317,16
 , , , , , , 
20,1,2,3,4,5,6
1,91,65,8,197,31,8
2,1,4,35,23,196,141
3,0,220,58,3,9,110
4,0,16,4,15,178,187
5,0,8,68,0,115,209
6,0,0,46,8,340,6
 , , , , , , 
21,1,2,3,4,5,6
1,67,40,9,255,20,9
2,2,4,54,27,220,93
3,0,174,72,3,1,150
4,0,16,8,16,217,143
5,0,4,79,1,71,245
6,1,1,48,21,322,7
 , , , , , , 
22,1,2,3,4,5,6
1,84,30,4,257,20,5
2,2,3,34,30,246,85
3,0,187,48,1,3,161
4,3,15,3,23,221,135
5,0,5,54,1,95,245
6,1,0,36,17,341,5
 , , , , , , 
23,1,2,3,4,5,6
1,80,62,2,242,11,3
2,3,10,28,96,179,84
3,0,229,19,0,4,148
4,0,28,2,25,186,159
5,0,11,38,0,115,236
6,0,0,57,14,315,14
 , , , , , , 
24,1,2,3,4,5,6
1,56,72,11,241,12,8
2,7,6,28,45,173,141
3,0,206,78,2,12,102
4,3,31,4,26,169,167
5,0,14,58,1,134,193
6,1,3,60,11,293,32
 , , , , , , 
25,1,2,3,4,5,6
1,25,31,7,332,2,3
2,3,3,16,136,145,97
3,0,138,59,12,19,172
4,2,15,4,50,166,163
5,0,8,47,8,157,180
6,0,1,49,24,320,6
 , , , , , , 
26,1,2,3,4,5,6
1,20,70,1,296,9,4
2,0,4,12,54,160,170
3,0,144,35,1,9,211
4,1,19,2,18,170,190
5,0,7,10,1,66,316
6,0,2,14,23,348,13
 , , , , , , 
27,1,2,3,4,5,6
1,36,37,11,298,15,3
2,4,1,18,70,258,49
3,0,83,41,0,21,255
4,2,12,1,20,246,119
5,0,1,22,0,199,178
6,0,0,43,22,332,3
 , , , , , , 
28,1,2,3,4,5,6
1,20,96,10,227,27,20
2,3,8,11,96,140,142
3,0,107,65,1,19,208
4,6,17,1,29,177,170
5,0,2,20,4,150,224
6,0,4,28,15,323,30
 , , , , , , 
29,1,2,3,4,5,6
1,27,62,14,236,39,22
2,5,1,21,62,192,119
3,0,149,102,2,26,121
4,4,12,2,26,173,183
5,0,2,45,6,161,186
6,0,0,32,18,335,15
 , , , , , , 
30,1,2,3,4,5,6
1,20,49,12,276,36,7
2,3,2,18,67,248,62
3,0,182,87,1,24,106
4,4,14,1,26,221,134
5,0,3,64,4,181,148
6,0,0,36,12,348,4
 , , , , , , 
31,1,2,3,4,5,6
1,30,46,14,251,53,6
2,1,0,19,48,271,61
3,0,140,108,1,29,122
4,3,8,2,16,241,130
5,0,3,62,2,173,160
6,0,0,37,13,348,2
 , , , , , , 
32,1,2,3,4,5,6
1,17,48,11,278,37,9
2,1,1,16,59,243,80
3,0,151,84,4,20,141
4,1,16,1,23,220,139
5,0,3,46,3,151,197
6,0,1,33,21,334,11
 , , , , , , 
33,1,2,3,4,5,6
1,23,51,10,266,40,10
2,3,2,14,55,253,73
3,0,151,76,1,22,150
4,2,10,3,20,228,137
5,0,3,40,2,169,186
6,0,0,26,17,351,6
 , , , , , , 
