1,1,2,3,4,5,6
1,61,114,36,73,51,65
2,88,74,45,85,44,64
3,61,116,69,58,39,57
4,78,68,50,104,48,52
5,58,78,78,77,48,61
6,91,74,36,113,31,55
 , , , , , , 
2,1,2,3,4,5,6
1,39,120,126,33,43,39
2,72,52,93,98,40,45
3,7,87,252,6,23,25
4,85,48,57,133,45,32
5,13,71,221,29,31,35
6,57,55,81,126,40,41
 , , , , , , 
3,1,2,3,4,5,6
1,3,211,147,1,15,23
2,125,21,6,67,77,104
3,0,168,218,0,3,11
4,135,22,2,96,80,65
5,0,131,218,1,16,34
6,94,38,6,78,75,109
 , , , , , , 
4,1,2,3,4,5,6
1,7,208,43,0,75,67
2,91,1,4,74,92,138
3,0,144,233,0,1,22
4,99,7,0,72,82,140
5,0,100,198,0,23,79
6,80,3,4,86,120,107
 , , , , , , 
5,1,2,3,4,5,6
1,1,118,111,0,58,112
2,17,0,2,72,75,234
3,0,49,337,0,1,13
4,35,2,0,117,78,168
5,0,46,251,0,23,80
6,1,0,14,104,165,116
 , , , , , , 
6,1,2,3,4,5,6
1,4,118,75,1,110,92
2,11,0,1,84,134,170
3,0,81,277,0,30,12
4,72,2,0,113,128,85
5,0,67,160,0,78,95
6,1,0,13,82,224,80
 , , , , , , 
7,1,2,3,4,5,6
1,0,136,83,0,104,77
2,1,0,4,42,166,187
3,0,85,286,0,20,9
4,23,4,0,82,186,105
5,0,65,152,0,66,117
6,1,0,13,56,265,65
 , , , , , , 
8,1,2,3,4,5,6
1,3,121,54,0,164,58
2,3,0,2,79,192,124
3,0,23,322,0,36,19
4,20,1,0,127,154,98
5,0,37,142,0,65,156
6,1,0,11,58,313,17
 , , , , , , 
9,1,2,3,4,5,6
1,15,85,25,2,196,77
2,1,0,6,108,177,108
3,0,33,258,0,85,24
4,14,2,0,137,182,65
5,1,21,93,1,69,215
6,1,0,10,50,330,9
 , , , , , , 
10,1,2,3,4,5,6
1,7,101,38,2,204,48
2,2,0,1,117,188,92
3,0,31,285,0,73,11
4,37,1,0,123,187,52
5,0,34,111,0,96,159
6,0,0,11,59,312,18
 , , , , , , 
11,1,2,3,4,5,6
1,42,108,9,4,214,23
2,8,0,0,119,205,68
3,0,56,216,0,105,23
4,49,3,0,117,192,39
5,0,53,91,0,94,162
6,2,0,8,63,323,4
 , , , , , , 
12,1,2,3,4,5,6
1,52,88,9,6,198,47
2,5,0,0,157,133,105
3,0,42,211,0,99,48
4,49,2,0,150,134,65
5,3,47,55,1,56,238
6,1,0,9,53,327,10
 , , , , , , 
13,1,2,3,4,5,6
1,22,153,22,5,161,37
2,8,0,2,68,220,102
3,0,74,285,0,34,7
4,34,5,1,83,214,63
5,2,92,124,0,50,132
6,1,0,13,44,334,8
 , , , , , , 
14,1,2,3,4,5,6
1,37,106,11,8,149,89
2,5,0,1,115,143,136
3,0,35,286,0,43,36
4,19,3,1,135,163,79
5,0,61,96,1,44,198
6,1,0,11,71,294,23
 , , , , , , 
15,1,2,3,4,5,6
1,34,142,7,4,153,60
2,6,0,0,90,180,124
3,0,59,277,0,46,18
4,27,3,0,112,184,74
5,1,87,96,0,55,161
6,1,0,15,46,322,16
 , , , , , , 
16,1,2,3,4,5,6
1,43,138,14,4,165,36
2,7,0,3,88,149,153
3,0,56,298,0,30,16
4,28,3,1,113,156,99
5,0,74,142,0,32,152
6,1,0,17,74,291,17
 , , , , , , 
17,1,2,3,4,5,6
1,10,110,40,7,136,97
2,4,0,1,142,125,128
3,0,48,262,0,58,32
4,27,2,0,140,144,87
5,0,61,77,2,63,197
6,1,0,14,73,289,23
 , , , , , , 
18,1,2,3,4,5,6
1,51,37,10,18,242,42
2,1,0,4,93,118,184
