1,1,2,3,4,5,6
1,66,60,95,83,72,24
2,46,28,133,73,104,16
3,58,35,133,67,92,15
4,66,35,112,85,89,13
5,37,32,159,56,95,21
6,78,39,105,82,66,30
 , , , , , , 
2,1,2,3,4,5,6
1,20,101,16,145,28,90
2,1,7,213,21,80,78
3,0,15,163,24,83,115
4,7,37,84,68,84,120
5,3,20,153,40,88,96
6,3,7,244,26,71,49
 , , , , , , 
3,1,2,3,4,5,6
1,79,146,3,37,67,68
2,0,0,174,1,134,91
3,0,4,96,0,18,282
4,0,6,122,0,63,209
5,0,0,193,0,29,178
6,0,0,116,14,238,32
 , , , , , , 
4,1,2,3,4,5,6
1,142,10,0,203,36,9
2,2,0,14,50,281,53
3,0,19,16,3,53,309
4,1,8,2,49,213,127
5,1,3,7,26,217,146
6,1,0,2,59,334,4
 , , , , , , 
5,1,2,3,4,5,6
1,56,8,0,190,124,22
2,0,0,12,8,303,77
3,0,1,176,0,69,154
4,0,2,5,12,303,78
5,0,0,50,0,197,153
6,0,0,5,5,389,1
 , , , , , , 
6,1,2,3,4,5,6
1,56,26,1,218,79,20
2,0,0,7,7,325,61
3,0,1,131,0,115,153
4,0,4,0,5,290,101
5,0,0,26,0,270,104
6,0,0,2,3,394,1
 , , , , , , 
7,1,2,3,4,5,6
1,26,20,10,114,164,66
2,0,0,8,1,327,64
3,0,3,127,0,165,105
4,0,0,1,2,309,88
5,0,0,16,2,330,52
6,0,0,7,5,381,7
 , , , , , , 
8,1,2,3,4,5,6
1,238,38,1,116,4,3
2,8,2,9,27,281,73
3,0,90,127,1,35,147
4,2,7,1,31,238,121
5,4,3,24,9,240,120
6,0,0,12,5,375,8
 , , , , , , 
9,1,2,3,4,5,6
1,234,29,0,120,12,5
2,3,3,1,2,316,75
3,0,78,2,0,10,310
4,5,16,0,2,261,116
5,0,8,0,2,146,244
6,1,0,1,10,384,4
 , , , , , , 
10,1,2,3,4,5,6
1,26,4,5,340,10,15
2,6,0,11,49,171,163
3,0,3,165,0,0,232
4,3,2,9,17,103,266
5,1,0,12,2,11,374
6,3,0,26,46,310,15
 , , , , , , 
11,1,2,3,4,5,6
1,73,18,2,293,9,5
2,6,0,5,9,287,93
3,0,5,163,1,29,202
4,1,0,0,8,234,157
5,2,0,21,1,81,295
6,1,0,18,32,334,15
 , , , , , , 
12,1,2,3,4,5,6
1,48,31,4,283,19,15
2,5,0,4,12,312,67
3,0,42,74,1,3,280
4,1,1,1,6,186,205
5,0,2,11,0,91,296
6,0,0,13,16,369,2
 , , , , , , 
13,1,2,3,4,5,6
1,52,2,2,335,7,2
2,21,0,2,16,270,91
3,1,32,74,6,49,238
4,7,4,0,27,190,172
5,13,3,3,7,140,234
6,1,0,7,100,290,2
 , , , , , , 
14,1,2,3,4,5,6
1,38,30,1,305,5,21
2,9,0,3,37,218,133
3,0,51,12,1,3,333
4,5,3,0,17,138,237
5,3,6,7,14,47,323
6,0,0,6,63,325,6
 , , , , , , 
15,1,2,3,4,5,6
1,39,27,2,312,6,14
2,13,0,4,19,183,181
3,0,12,57,0,0,331
4,3,1,0,11,110,275
5,0,1,3,1,19,376
