1,1,2,3,4,5,6
1,1,11,158,2,189,39
2,0,0,1,176,193,30
3,0,4,216,0,158,22
4,17,1,0,141,90,151
5,0,1,75,3,264,57
6,2,0,2,131,261,4
 , , , , , , 
2,1,2,3,4,5,6
1,0,72,148,4,170,6
2,0,0,16,41,329,14
3,0,140,209,0,51,0
4,13,3,3,21,350,10
5,0,67,94,0,195,44
6,1,0,22,29,348,0
 , , , , , , 
3,1,2,3,4,5,6
1,1,113,254,12,4,16
2,0,0,46,67,109,178
3,0,1,386,0,4,9
4,7,2,28,53,191,119
5,0,2,150,0,81,167
6,0,0,85,42,271,2
 , , , , , , 
4,1,2,3,4,5,6
1,28,86,153,110,8,15
2,33,0,0,115,46,206
3,0,70,194,0,36,100
4,87,2,0,41,165,105
5,2,2,1,2,53,340
6,0,0,23,126,205,46
 , , , , , , 
5,1,2,3,4,5,6
1,6,40,247,86,3,18
2,11,0,6,110,161,112
3,0,59,263,0,41,37
4,23,1,1,47,259,69
5,0,1,13,1,194,191
6,0,0,29,182,147,42
 , , , , , , 
6,1,2,3,4,5,6
1,51,87,78,147,19,18
2,16,0,4,170,77,133
3,0,10,276,0,73,41
4,59,0,0,30,239,72
5,1,0,16,10,212,161
6,2,0,11,147,226,14
 , , , , , , 
7,1,2,3,4,5,6
1,21,167,128,51,16,17
2,5,0,3,90,104,198
3,0,76,145,0,21,158
4,41,0,0,26,232,101
5,1,3,6,3,67,320
6,0,0,15,102,273,10
 , , , , , , 
8,1,2,3,4,5,6
1,10,97,108,89,8,88
2,4,0,6,107,54,229
3,0,1,213,0,17,169
4,9,0,2,14,201,174
5,0,0,12,1,36,351
6,0,0,24,177,128,71
 , , , , , , 
9,1,2,3,4,5,6
1,33,133,82,123,5,24
2,15,0,4,78,114,189
3,0,11,299,0,28,62
4,42,3,0,17,211,127
5,1,0,26,1,72,300
6,0,0,27,187,157,29
 , , , , , , 
10,1,2,3,4,5,6
1,25,199,85,71,4,16
2,20,1,9,86,80,204
3,0,12,273,0,18,97
4,44,0,4,18,167,167
5,1,5,23,0,68,303
6,0,0,48,132,182,38
 , , , , , , 
11,1,2,3,4,5,6
1,17,109,145,95,7,27
2,15,1,10,105,98,171
3,0,6,306,0,23,65
4,21,0,3,24,213,139
5,1,3,27,1,77,291
6,0,0,58,159,161,22
 , , , , , , 
12,1,2,3,4,5,6
1,13,90,155,113,6,23
2,11,0,7,130,96,156
3,0,16,313,0,26,45
4,22,1,3,25,205,144
5,1,3,28,1,79,288
6,0,0,46,164,169,21
 , , , , , , 
13,1,2,3,4,5,6
1,13,72,174,108,4,29
2,9,0,10,115,120,146
3,0,11,303,0,23,63
4,20,1,1,22,210,146
5,1,2,29,0,74,294
6,0,0,49,174,155,22
 , , , , , , 
14,1,2,3,4,5,6
1,15,71,165,111,8,30
2,6,0,11,122,107,154
3,0,16,296,0,22,66
4,14,1,1,24,200,160
5,1,0,18,2,53,326
6,0,0,52,165,166,17
 , , , , , , 
15,1,2,3,4,5,6
1,12,74,165,117,7,25
2,5,0,13,127,111,144
3,0,19,296,0,25,60
4,16,2,2,23,223,134
5,1,1,33,2,57,306
6,0,0,53,163,168,16
 , , , , , , 
