1,1,2,3,4,5,6
1,72,62,54,71,65,76
2,94,55,51,67,63,70
3,78,73,48,64,66,71
4,76,80,53,65,61,65
5,76,67,59,74,61,63
6,79,63,67,72,59,60
 , , , , , , 
2,1,2,3,4,5,6
1,73,60,54,74,71,68
2,65,61,68,54,72,80
3,73,56,62,63,73,73
4,69,64,54,63,57,93
5,69,59,64,65,62,81
6,73,68,56,68,54,81
 , , , , , , 
3,1,2,3,4,5,6
1,87,84,53,65,42,69
2,57,54,60,71,58,100
3,61,70,53,60,75,81
4,94,71,69,47,58,61
5,71,59,58,60,63,89
6,76,55,54,67,63,85
 , , , , , , 
4,1,2,3,4,5,6
1,73,79,60,62,47,79
2,75,54,64,61,62,84
3,60,73,59,61,72,75
4,75,64,53,48,79,81
5,68,65,64,52,60,91
6,83,68,67,63,50,69
 , , , , , , 
5,1,2,3,4,5,6
1,77,71,48,65,58,81
2,67,55,68,74,61,75
3,67,51,73,58,61,90
4,73,59,58,71,62,77
5,68,66,73,61,60,72
6,60,64,75,66,55,80
 , , , , , , 
6,1,2,3,4,5,6
1,92,81,54,45,53,75
2,64,48,67,73,68,80
3,79,56,66,59,80,60
4,87,51,77,48,69,68
5,75,57,63,57,69,79
6,59,65,58,73,59,86
 , , , , , , 
7,1,2,3,4,5,6
1,76,64,54,59,58,89
2,75,43,73,73,67,69
3,70,58,47,70,84,71
4,60,65,67,68,66,74
5,70,58,81,62,72,57
6,59,65,77,71,62,66
 , , , , , , 
8,1,2,3,4,5,6
1,63,90,53,64,49,81
2,70,59,70,60,72,69
3,60,65,65,59,79,72
4,60,66,64,51,83,76
5,72,61,76,56,69,66
6,65,61,58,66,69,81
 , , , , , , 
9,1,2,3,4,5,6
1,82,82,51,65,55,65
2,70,54,81,57,67,71
3,72,57,76,57,75,63
4,60,78,59,69,67,67
5,72,60,82,52,52,82
6,60,77,69,62,52,80
 , , , , , , 
10,1,2,3,4,5,6
1,67,84,55,56,59,79
2,57,56,80,56,71,80
3,78,56,58,57,81,70
4,71,56,79,52,70,72
5,74,49,69,60,69,79
6,73,61,73,67,50,76
 , , , , , , 
11,1,2,3,4,5,6
1,83,82,46,56,67,66
2,47,51,82,71,76,73
3,49,56,75,61,77,82
4,58,69,63,50,86,74
5,60,60,78,55,77,70
